OTUID	M13Urin.140575	M64Urin.140764	M44Uric.140688	M12Aptr.140800	M41Kner.140735	F24Plmr.140433	M53Tong.140327	M42Glns.140719	F31Indl.140679	M33Fotl.140701	F21Aptl.140686	F32Mout.140603	M22Mout.140541	F32Knel.140324	F12Navl.140828	F34Tong.140848	Phylum	Class	Order	Family 	Genus				
581900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Sinobacteraceae
589529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae
166231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae
198687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__
260279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Micrococcaceae
329291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria(class)	o__Acidobacteriales	f__
369894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__OP10	c__CL500-48	o__	f__
38828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Cyanobacteria	c__	o__	f__
5951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__
149938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae
169488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Cyanobacteria	c__	o__Nostocales	f__Rivulariaceae
223546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Microbacteriaceae
243646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__	o__	f__
3097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Cyanobacteria	c__	o__Nostocales	f__Rivulariaceae
7088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae
24150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Actinomycetaceae
327964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae
469893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae
577153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae
108861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Cyanobacteria	c__	o__	f__
20292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Flexibacteraceae
235998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae
366805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Sphingobacteriaceae
450209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Corynebacteriaceae
179655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae
337083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae
359255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__
563572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae
81160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae
102044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae
219103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae
225511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae
236974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae
350331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Chromatiaceae
38522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Microbacteriaceae
6233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae
226618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae
237616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae
262826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Streptomycetaceae
314823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Alteromonadaceae
435928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Microbacteriaceae
521994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae
12168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Microbacteriaceae
146531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae
15176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae
156351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Cyclobacteriaceae
235838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae
236671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__
251034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Solirubrobacterales	f__
257876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__	f__
362966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Flexibacteraceae
526385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Pseudomonadaceae
567564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria(class)	o__Acidobacteriales	f__
6123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae
65460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae
186396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae
219243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__
248114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__MC47	f__
255713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae
256598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae
269218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Kineosporiaceae
283461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae
329649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae
341939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae
347553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__
553653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae
559256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae
560742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Sphingobacteriaceae
561981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Solirubrobacterales	f__
586825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Nocardioidaceae
162925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylocystaceae
213306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae
586467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae
223819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Pseudonocardiaceae
110842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Catabacteriaceae
175074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae
181943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae
191898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__
192404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae
305546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae
516461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Tenericutes	c__Mollicutes	o__RF39	f__
27160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Coriobacteriales	f__Coriobacteriaceae
297895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae
299371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae
470663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae
105232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Symbiobacteriaceae
13212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Mycobacteriaceae
137866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__Thermomicrobia	o__HN1-15	f__
143427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae
160679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Rubrobacterales	f__Rubrobacteraceae
222645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Sinobacteraceae
309523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__
514462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae
67513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Actinomycetaceae
154354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae
255774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacteriales	f__Enterobacteriaceae
338207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae
4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae
112929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Chloroflexi	c__SOGA31	o__	f__
144239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Sphingobacteriaceae
207374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae
223271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria(class)	o__Acidobacteriales	f__
266620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__
305643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae
45591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria(class)	o__Acidobacteriales	f__Acidobacteriaceae
272387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Pseudomonadaceae
576231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Kineosporiaceae
66930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae
12589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Actinomycetaceae
12751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Nocardioidaceae
138291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae
232777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__TM7	c__TM7-3	o__EW055	f__
340199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria(class)	o__Acidobacteriales	f__
553480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__
245895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria(class)	o__Acidobacteriales	f__
502999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae
579801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Flexibacteraceae
93483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae
176628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae
212619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae
264994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae
319256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae
48518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae
580290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Solirubrobacterales	f__Patulibacteraceae
13216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Mycobacteriaceae
170189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae
212534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Microbacteriaceae
230970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae
231565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Coriobacteriales	f__
241331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Xanthobacteraceae
370761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae
568948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Micromonosporaceae
68657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae
240521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae
278951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae
112721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Acidobacteria(class)	o__Acidobacteriales	f__Acidobacteriaceae
243829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae
266368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Kineosporiaceae
368520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__MC47	f__
517399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Nocardioidaceae
134176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Pseudomonadaceae
146524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae
22635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae
239229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__
265034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Acidimicrobiales	f__Iamiaceae
331724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__	o__	f__
533587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Acidobacteria	c__Chloracidobacteria	o__	f__
569576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae
571692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Actinobacteria	c__Actinobacteria(class)	o__Actinomycetales	f__Streptomycetaceae
583230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae
71577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Flavobacteria	o__Flavobacteriales	f__Flavobacteriaceae
302128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae
466433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Brucellaceae
516831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae
580312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae
136740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Nitrospirae	c__Nitrospira(class)	o__Nitrospirales	f__Nitrospiraceae
27234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae
322018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae
510619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__
587540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Sinobacteraceae
136598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__
15051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae
205748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Sphingobacteriaceae
