NUMERICSAM	EASTING	NORTHING	ALT	NAG	CBH	AG	BG	BXYL	PHOS	SOIL_H2O	TOTALPLN	TOTALDI	TOTALMON	SLOPE	ASPECT	CURVATURE	HILLSHADE	MeanSnowDe	TDN	MN	DOC	SAND	CLAY	SILT	DOC_N	MBC_N	MBCfuzzed	pH	AcidoGp1	AcidoGp3	AcidoGp4	AcidoGp7	Acidos	ActinAmyc	ActinRubro	Actinos	AProteoRhi	AProteoRho	Aproteo	BProteoBur	Bproteo	Dproteo	Proteo	Unclass	Cyanobacte	Nitrospira	ActinoOt	BacSphCren	BacSphFlex	BacOt	Bacteros	Gemmats	AProteOt	Gproteo	ProteOt	Porder	NChloroflexi	Nchloroplast	NOD1	NG7	NG8	NG12Delta	NG12T1034	NG13c	NG5	NG9	NBacSpheCren	 NGp16	NChloroGs	NCyanobacteria	NActinRubro	NAProtRhizo	NG6	NCyanobacteria	NAcidoGp3	NAcidoGp1	NG12	NAProtRhodo	NBacSphFlex_Cren	Niastella	G25	G15	G10
2220	445141	4433634	3832.378418	9.429048745	38.02454514	3.069340944	59.42742892	6.658615011	117.0724497	4.166666667	38	26	12	28.2544	111.707	-0.974121	80	209.584	7.272298592	9.968728582	62.39604968	76	14	10	8.579962565	17.94531874	100.767	4.39	10.86956522	5.072463768	2.898550725	3.623188406	24.63768116	3.623188406	2.898550725	7.971014493	2.173913043	2.898550725	8.695652174	3.623188406	4.347826087	2.898550725	35.50724638	18.84057971	2.898550725	0	1.449275362	2.173913043	4.347826087	5.072463768	11.5942029	0	3.623188406	0	19.56521739	25	0.724637681	1.449275362	0	0	0.724637681	2.173913043	5.072463769	5.072463768	0	1.449275362	3.623188406	0.724637681	5.797101449	1.449275362	2.898550725	2.173913043	0.724637681	2.898550725	5.072463768	10.86956522	7.246376812	3.623188406	4.347826087	2.173913043	0	2.272727273	0
3110	446766	4434310	3739.884766	2.455003616	6.780132848	0.468265296	22.60392477	1.627420598	20.15413762	3.092783505	15	1	14	22.1852	156.017	-0.276611	103	264.225	4.955953005	29.87826659	34.83421959	80	14	6	7.028763098	8.629316719	180.509	4.58	1.069518717	5.347593583	1.069518717	8.021390374	20.85561497	3.20855615	2.139037433	6.417112299	2.673796791	2.139037433	6.951871658	3.743315508	4.812834225	5.347593583	29.94652406	26.20320856	3.20855615	0	1.069518717	1.069518717	3.20855615	5.882352941	10.16042781	5.882352941	2.139037433	1.069518717	11.76470588	34	0.534759358	1.069518717	1.604278075	0.534759358	0	0	3.743315508	1.604278075	0	0.534759358	4.278074866	2.139037433	2.139037433	2.139037433	2.139037433	2.673796791	0.534759358	3.20855615	5.347593583	1.069518717	3.743315508	2.673796791	3.743315508	2.673796791	1.503759398	1.503759398	0.751879699
3310	446761	4434294	3732.09668	1.515233683	3.278347614	0.515919256	15.23482027	0.968991668	26.25506754	4.166666667	2	0	2	32.5963	160.438	4.31274	64	258.398	6.302083333	1.140625	31.06770833	81	16	3	4.929752066	122.826484	114.057	4.05	4.615384615	7.692307692	0	3.846153846	18.46153846	3.846153846	3.846153846	8.461538462	2.307692308	9.230769231	13.07692308	2.307692308	2.307692308	3.076923077	34.61538462	25.38461538	0.769230769	0	0.769230769	1.538461538	0.769230769	8.461538462	10.76923077	2.307692308	1.538461538	0	16.15384615	37	0	0	1.538461538	0.769230769	0	2.307692308	3.846153846	0.769230769	2.307692308	3.076923077	1.538461538	0.769230769	0.769230769	0.769230769	3.846153846	2.307692308	2.307692308	0.769230769	7.692307692	4.615384615	6.153846154	11.53846154	2.307692308	0.769230769	0	0	0
3410	446753	4434302	3737.725098	3.779405416	6.508383991	0.587289201	20.7529622	1.546801839	28.5858267	4.166666667	13	6	7	22.6813	157.714	-0.263916	102	262.303	4.265625	2.859375	34.03645833	73	16	11	7.979242979	17.52823315	24.078	4.62	8.620689655	9.770114943	1.149425287	10.34482759	30.45977011	4.597701149	1.724137931	7.471264368	2.298850575	1.149425287	6.32183908	4.597701149	6.32183908	0.574712644	24.13793103	15.51724138	2.298850575	0	1.149425287	0.574712644	2.298850575	6.896551724	9.770114943	8.045977011	2.873563218	0.574712644	10.34482759	40	0.574712644	0	1.149425287	0	2.873563218	0	4.597701149	2.873563218	1.724137931	0	2.298850575	1.149425287	3.448275862	2.298850575	1.724137931	2.298850575	0	2.298850575	9.770114943	8.620689655	4.597701149	1.149425287	2.298850575	1.724137931	5.161290323	0	2.580645161
3910	445408	4433898	3856.274658	2.598302553	7.07870972	0.564285197	27.6365392	2.017990971	38.38176279	14.94252874	44	14	30	33.6265	167.478	-0.0336914	65	65	6.927198587	4.471706478	47.15593715	73	13	15	6.807360373	3.262647514	14.59	4.73	10.41666667	1.041666667	0	3.125	18.75	0	1.041666667	3.125	3.125	1.041666667	5.208333333	5.208333333	7.291666667	3.125	28.125	23.95833333	10.41666667	0	2.083333333	0	5.208333333	4.166666667	9.375	8.333333333	1.041666667	1.041666667	11.45833333	41	0	6.25	4.166666667	0	0	0	2.083333333	1.041666667	1.041666667	1.041666667	0	2.083333333	1.041666667	4.166666667	1.041666667	3.125	1.041666667	10.41666667	1.041666667	10.41666667	2.083333333	1.041666667	0	0	1.820546164	0.78023407	0.650195059
6922	445168	4433602	3818.456787	5.48153135	18.69353921	2.920166195	61.82035437	14.00469651	91.34067197	12.35955056	12	12	0	24.8699	111.998	-0.299561	93	278.769	18.4603743	6.634789503	113.3765947	87	10	3	6.141619496	41.33177511	246.138	4.6	8.955223881	7.462686567	0	0	20.89552239	0	4.47761194	5.970149254	1.492537313	4.47761194	5.970149254	2.985074627	2.985074627	2.985074627	43.28358209	14.92537313	1.492537313	0	1.492537313	1.492537313	0	4.47761194	5.970149254	7.462686567	0	0	31.34328358	60	0	1.492537313	2.985074627	0	0	0	22.3880597	2.985074627	0	0	1.492537313	0	2.985074627	0	4.47761194	1.492537313	7.462686567	1.492537313	7.462686567	8.955223881	22.3880597	10.44776119	1.492537313	0	1.754385965	0.877192982	0.877192982
7911	445778	4433723	3706.390625	14.22623868	35.06199779	4.939360994	66.16440368	7.513498937	98.7678267	2.040816327	67	31	36	12.1736	137.286	-2.24023	138	245.467	1.563124437	4.520592496	21.34503983	54	16	29	13.65536827	2.211317608	9.996	5.24	2.702702703	4.504504505	8.108108108	0	17.11711712	8.108108108	0.900900901	9.90990991	3.603603604	4.504504505	8.108108108	3.603603604	3.603603604	0.900900901	27.02702703	18.91891892	0.900900901	0	0.900900901	8.108108108	2.702702703	12.61261261	23.42342342	1.801801802	0	0	14.41441441	63	0.900900901	0	2.702702703	1.801801802	0.900900901	0.900900901	0.900900901	0	1.801801802	7.207207207	9.009009009	0	0.900900901	0.900900901	0.900900901	3.603603604	0	0.900900901	4.504504505	2.702702703	1.801801802	5.405405405	9.009009009	0.900900901	0	2.857142857	1.428571429
7912	445862	4433715	3681.702393	2.72734403	5.599263419	0.361105523	11.77620164	0.884710652	30.55722809	7.52688172	2	0	2	25.5843	141.456	-2.74414	85	335.958	2.713191602	2.570825964	26.28875059	69	16	15	9.689234835	36.26120029	66.34	4.25	12.5	4.545454545	0	0	19.31818182	1.136363636	3.409090909	5.681818182	0	2.272727273	4.545454545	5.681818182	7.954545455	1.136363636	25	30.68181818	1.136363636	0	1.136363636	0	1.136363636	6.818181818	7.954545455	6.818181818	2.272727273	3.409090909	7.954545455	64	0	2.272727273	0	0	1.136363636	1.136363636	4.545454546	0	2.272727273	1.136363636	3.409090909	0	0	0	2.272727273	0	1.136363636	2.272727273	4.545454545	12.5	5.681818182	4.545454545	1.136363636	1.136363636	0.655021834	1.091703057	0.873362445
7913	445937	4433706	3655.56543	1.017924319	6.595690328	0.703399535	24.47606189	1.870678962	66.07277365	8.695652174	26	19	7	25.8513	139.902	-1.15308	83	358.477	6.328260677	2.062848923	55.66638568	81	14	5	8.796474817	43.10459806	88.918	4.36	10.52631579	6.015037594	2.255639098	4.511278195	24.81203008	1.503759398	0	2.255639098	1.503759398	0	4.511278195	6.015037594	8.270676692	3.759398496	45.86466165	15.78947368	2.255639098	0.751879699	0.751879699	1.503759398	1.503759398	2.255639098	5.263157895	4.511278195	3.007518797	10.52631579	18.79699248	65	0	0	0.751879699	1.503759398	3.759398496	0	5.263157895	1.503759398	3.007518797	0	2.255639098	0.751879699	1.503759398	3.007518797	0	3.007518797	0.751879699	3.007518797	6.015037594	10.52631579	5.263157895	0	1.503759398	0	1.013024602	0.868306802	1.881331404
7914	446012	4433749	3647.414063	3.489848355	5.231702466	0.344697022	21.13504121	0.804578276	30.51476521	5.263157895	8	6	2	29.5724	146.098	-1.66479	69	375.449	2.624555802	2.487220624	23.60320284	66	10	23	8.993218139	13.1090906	6.289	4.75	3.773584906	0	0	1.886792453	13.20754717	1.886792453	1.886792453	3.773584906	1.886792453	1.886792453	5.660377358	3.773584906	7.547169811	0	28.30188679	18.86792453	16.98113208	1.886792453	0	1.886792453	1.886792453	3.773584906	7.547169811	5.660377358	1.886792453	0	15.09433962	66	0	3.773584906	1.886792453	0	5.660377358	0	3.773584906	3.773584906	0	5.660377358	3.773584906	3.773584906	3.773584906	13.20754717	1.886792453	3.773584906	0	16.98113208	1.886792453	3.773584906	3.773584906	1.886792453	1.886792453	0	1.020408163	0.510204082	0.510204082
7915	446062	4433761	3636.621338	5.735009888	8.372705415	0.772486758	36.92689865	3.256899757	49.34894443	12.35955056	15	0	15	27.2088	140.992	0.6604	78	334.524	4.436319234	9.413956175	42.94399608	46	20	33	9.680096001	64.69646298	420.885	4.19	10.96774194	7.096774194	0	5.161290323	29.67741935	0	0	0.64516129	1.290322581	3.225806452	5.806451613	5.161290323	5.806451613	2.580645161	34.19354839	21.93548387	3.870967742	0	0.64516129	0	0	1.935483871	1.935483871	5.806451613	1.290322581	1.290322581	18.70967742	67	0.64516129	1.935483871	1.935483871	1.935483871	1.290322581	0.64516129	9.67741936	1.935483871	1.290322581	0.64516129	0	2.580645161	2.580645161	1.935483871	0	1.290322581	1.290322581	3.870967742	7.096774194	10.96774194	10.32258065	3.870967742	0	0	1.886792453	0	1.886792453
7921	446276	4433917	3637.703369	3.783049721	10.92947048	0.777298696	33.08469665	1.767743219	28.48091035	1.01010101	18	17	1	23.2328	147.084	-0.45874	96	225.845	5.295467163	3.160839988	33.26817655	61	16	23	6.28238747	78.11762855	171.16	4.35	2.600780234	8.192457737	1.040312094	2.210663199	18.59557867	6.762028609	5.071521456	12.74382315	2.730819246	2.860858257	8.972691808	7.672301691	8.972691808	2.210663199	31.72951886	18.33550065	0.130039012	0	0.910273082	0.390117035	2.860858257	5.201560468	8.452535761	8.062418726	3.381014304	1.300390117	10.27308192	68	0.78023407	0.260078023	2.210663199	0.650195059	1.300390117	0	2.860858257	0.650195059	0.260078023	1.040312094	1.430429129	1.820546164	1.430429129	0	5.071521456	2.730819246	0.650195059	0.260078023	8.192457737	2.600780234	2.860858257	4.941482445	2.080624187	1.690507152	0.668896321	1.672240803	0
7929	446469	4434083	3659.578613	0.858232236	1.547768373	0.175718031	8.49354716	0.385623576	15.32058703	1.01010101	13	9	4	39.8586	161.809	-0.939453	35	187.56	6.555555556	1.681818182	24.72222222	63	15	22	3.771186441	122.2642643	129.869	4.43	2.631578947	6.140350877	2.631578947	0	11.40350877	9.649122807	0.877192982	10.52631579	1.754385965	15.78947368	20.1754386	1.754385965	1.754385965	1.754385965	42.98245614	28.07017544	0	0	0	0	3.50877193	2.631578947	6.140350877	1.754385965	2.631578947	0.877192982	18.42105263	69	0	0	0.877192982	4.385964912	0	2.631578947	5.263157895	4.385964912	0	2.631578947	1.754385965	2.631578947	4.385964912	0	0.877192982	1.754385965	2.631578947	0	6.140350877	2.631578947	7.894736842	18.42105263	3.50877193	3.50877193	0.71942446	0	0
7930	446512	4434101	3660.553711	2.057395	5.977451	0.776586	32.20952	3.368574	62.35141	4.166667	128	81	47	40.6011	156.299	-1.54956	27	152.511	8.114583333	4.609375	49.00520833	71	15	14	6.03915276	47.09152542	138.938	4.52	1.428571429	2.857142857	4.285714286	2.857142857	12.85714286	5.714285714	1.428571429	8.571428571	1.428571429	1.428571429	5.714285714	7.142857143	7.142857143	1.428571429	31.42857143	24.28571429	5.714285714	0	1.428571429	1.428571429	4.285714286	4.285714286	10	7.142857143	2.857142857	1.428571429	15.71428571	70	0	0	0	0	1.428571429	5.714285714	0	1.428571429	2.857142857	2.857142857	2.857142857	2.857142857	1.428571429	5.714285714	1.428571429	1.428571429	2.857142857	5.714285714	2.857142857	1.428571429	5.714285714	1.428571429	1.428571429	0	1.369863014	0	0
7932	446617	4434135	3657.636475	11.69236502	53.92886644	11.83231346	116.8141377	11.99889586	119.5921499	7.52688172	311	150	161	29.8963	161.377	-0.135254	75	121.153	12.63145998	31.96007637	95.05182211	67	20	13	7.525006789	19.56142813	435.4	4.2	12.88209607	7.423580786	0.873362445	0	22.05240175	4.148471616	4.80349345	10.26200873	5.240174672	2.183406114	9.6069869	1.746724891	2.401746725	1.310043668	37.99126638	16.37554585	0.436681223	0	1.310043668	2.620087336	0.655021834	6.331877729	9.6069869	1.310043668	2.183406114	0.218340611	24.45414847	71	0.655021834	0.436681223	0.436681223	0	0.436681223	5.458515284	5.240174676	0.218340611	0	1.091703057	4.80349345	1.965065502	0.873362445	0	4.80349345	5.458515284	2.838427948	0.436681223	7.641921397	12.88209607	10.69868996	2.620087336	3.27510917	0.655021834	1.265822785	1.265822785	2.53164557
7933	446659	4434147	3656.880615	2.849996495	9.615576813	1.268579221	49.3106761	5.879840305	37.07543012	1.01010101	118	42	76	32.8929	181.504	-4.43677	84	102.357	5.222222222	4.035353535	36.10511617	70	14	15	6.91374565	90.49146546	186.882	5.28	0.868306802	2.604920405	13.31403763	2.026049204	19.97105644	4.341534009	2.315484805	7.959479016	3.039073806	1.591895803	7.670043415	6.512301013	7.525325615	0.578871201	24.02315485	16.64254703	2.749638205	0.434153401	1.302460203	6.367583213	4.92040521	8.538350217	19.82633864	6.222865412	3.039073806	0.289435601	7.959479016	72	1.013024602	0.434153401	1.013024602	0.289435601	0.289435601	0	0.868306802	1.013024602	0.578871201	0.868306802	7.235890014	1.591895803	2.026049204	2.315484805	2.315484805	3.039073806	0	2.749638205	2.604920405	0.868306802	0.868306802	2.315484805	8.683068017	2.315484805	1.041666667	2.083333333	1.041666667
7935	446748	4434159	3656.428711	9.845385836	17.81321606	2.185749712	61.34438554	5.594972247	75.04733646	16.27906977	132	72	60	33.5053	166.942	0.136475	65	88.3431	6.994374728	10.03433974	44.79812431	70	14	16	6.404879071	49.98549463	354.478	5.28	1.530612245	2.551020408	7.142857143	2.040816327	17.34693878	1.530612245	1.020408163	5.612244898	4.081632653	0	10.71428571	4.081632653	8.673469388	3.571428571	37.24489796	19.89795918	0.510204082	0.510204082	3.06122449	1.530612245	2.551020408	9.183673469	13.26530612	7.653061224	6.632653061	2.040816327	12.24489796	73	0.510204082	0	1.020408163	0	0.510204082	0	0	1.530612245	1.020408163	1.020408163	4.591836735	2.551020408	2.040816327	1.020408163	1.020408163	4.081632653	0.510204082	1.020408163	3.06122449	1.530612245	0	0	2.040816327	0.510204082	0	2.666666667	0
13210	445056	4433683	3880.624023	5.977661861	5.818995686	1.454337381	15.64453855	1.316186534	49.46752376	9.89010989	31	27	4	26.3922	109.807	-0.623535	88	281.133	4.626459317	4.354757237	38.19907103	74	14	12	8.256653395	26.87413692	117.03	4.4	8.780487805	4.390243902	0.487804878	0.487804878	16.58536585	1.951219512	0.975609756	3.414634146	1.463414634	0.487804878	5.365853659	3.902439024	5.365853659	2.926829268	29.75609756	21.46341463	16.09756098	0	0.487804878	0.975609756	2.926829268	5.853658537	9.756097561	2.926829268	3.414634146	1.951219512	14.14634146	14	0	4.87804878	2.926829268	0.487804878	2.926829268	0	4.87804878	1.951219512	0	0	1.463414634	0.975609756	1.951219512	11.2195122	0.975609756	1.463414634	0.487804878	16.09756098	4.87804878	8.780487805	4.87804878	2.43902439	2.926829268	1.951219512	0	1.176470588	1.176470588
23210	445139	4433623	3835.970947	2.168303924	4.869479952	0.429270488	11.57129021	1.094704076	23.74964641	4.166666667	0	0	0	32.2507	105.027	-1.17065	69	236.708	6.402012763	1.389490442	26.19582423	76	15	9	4.091810686	113.3721708	131.488	4.11	11.82795699	9.677419355	0	0	23.65591398	2.150537634	2.150537634	9.677419355	1.075268817	1.075268817	3.225806452	4.301075269	4.301075269	0	29.03225806	16.12903226	1.075268817	1.075268817	5.376344086	1.075268817	2.150537634	9.677419355	12.90322581	3.225806452	1.075268817	4.301075269	17.20430108	26	1.075268817	0	0	0	1.075268817	1.075268817	7.526881721	0	2.150537634	0	4.301075269	1.075268817	1.075268817	1.075268817	2.150537634	1.075268817	1.075268817	1.075268817	9.677419355	11.82795699	8.602150538	3.225806452	1.075268817	0	6.349206349	0	1.587301587
23410	445130	4433616	3842.454346	5.355680148	7.660069985	0.510742944	25.86479605	1.499945895	22.45512315	1.01010101	54	16	38	34.6942	100.645	-1.18433	63	257.053	5.282584471	9.88	21.84890489	82	14	4	4.136025653	30	296.439	3.98	2.53164557	1.265822785	0	0	3.797468354	3.797468354	3.797468354	10.12658228	1.265822785	15.18987342	20.25316456	2.53164557	2.53164557	2.53164557	43.03797468	18.98734177	0	0	2.53164557	0	7.594936709	6.329113924	13.92405063	6.329113924	3.797468354	0	17.72151899	27	0	0	0	2.53164557	1.265822785	0	0	1.265822785	1.265822785	1.265822785	3.797468354	0	1.265822785	0	3.797468354	1.265822785	8.860759494	0	1.265822785	2.53164557	0	17.72151899	2.53164557	2.53164557	3.370786517	3.370786517	0
31210	446772	4434307	3738.220947	2.882333661	4.746322017	0.539354905	8.039793984	0.89640918	20.90564177	5.263157895	6	3	3	21.4591	154.621	-0.37085	105	266.02	1.239130435	16.9673913	10.83695652	75	14	11	8.745614035	28.75080077	295.978	5.17	4.093567251	1.754385965	3.50877193	2.339181287	14.03508772	2.923976608	1.754385965	7.01754386	1.169590643	1.169590643	5.847953216	6.432748538	7.602339181	2.339181287	36.25730994	22.22222222	3.50877193	0	2.339181287	0.584795322	3.50877193	5.847953216	9.941520468	7.602339181	3.50877193	5.847953216	14.61988304	35	0.584795322	1.169590643	1.169590643	1.169590643	1.754385965	0	0	1.754385965	0	0.584795322	2.339181287	2.339181287	2.339181287	2.339181287	1.754385965	1.169590643	0	3.50877193	1.754385965	4.093567251	0	1.754385965	1.754385965	1.169590643	1.34529148	0	0.448430493
33210	446770	4434294	3736.311279	3.99603021	8.189622832	1.149433796	25.31144861	1.937385163	36.34563094	4.166666667	44	23	21	23.3189	157.018	0.641357	99	257.017	3.766328344	4.964687972	20.83333333	71	15	14	5.53147029	12.07755194	33.92	4.72	0.8	9.6	0.8	5.6	19.2	3.2	0	5.6	1.6	1.6	7.2	10.4	11.2	3.2	36	16.8	6.4	0	2.4	1.6	0.8	4	6.4	11.2	4	0.8	13.6	38	0	2.4	0.8	0	0.8	0	7.2	0.8	0	0	2.4	2.4	0.8	4	0	1.6	0.8	6.4	9.6	0.8	7.2	1.6	1.6	0	0.996677741	1.661129568	0.996677741
